,y,x1,x2,x3
RCPTRAINLORENZ_50,11.928957638427072,9.29731522390638,11.782331868211722,24.15480432985358
RCPTRAINLORENZ_51,11.795599980592435,9.758504029146367,11.928957638427072,24.64518294492933
RCPTRAINLORENZ_52,11.353530104967914,9.971190905528148,11.795599980592435,25.082961076825594
RCPTRAINLORENZ_53,11.487067497963315,9.91844399129834,11.353530104967914,25.616742747851042
RCPTRAINLORENZ_54,11.753578487004878,9.886363301210391,11.487067497963315,26.243449874206544
RCPTRAINLORENZ_55,11.866764193276818,10.266629700146163,11.753578487004878,26.978094728381286
RCPTRAINLORENZ_56,11.6905935310193,10.572896458496436,11.866764193276818,27.700464091266152
RCPTRAINLORENZ_57,11.226140657623644,10.922754714313347,11.6905935310193,28.180456948803236
RCPTRAINLORENZ_58,10.750361037352796,11.226300630976674,11.226140657623644,28.379250970083966
RCPTRAINLORENZ_59,10.018039764192663,10.900390871570464,10.750361037352796,28.88010499318322
RCPTRAINLORENZ_60,9.537437075233893,11.36562430678935,10.018039764192663,29.159268964500253
RCPTRAINLORENZ_61,9.419394691201857,11.335865117062497,9.537437075233893,29.552705061657644
RCPTRAINLORENZ_62,9.172653940351857,10.716926665775071,9.419394691201857,29.64288636265411
RCPTRAINLORENZ_63,9.076874718626755,10.360912253440741,9.172653940351857,29.624044961248526
RCPTRAINLORENZ_64,9.04743348550747,9.953205159161964,9.076874718626755,30.005480602977755
RCPTRAINLORENZ_65,8.360725896898376,9.135164959642722,9.04743348550747,30.35785838271746
RCPTRAINLORENZ_66,7.997450856527757,9.343020960284846,8.360725896898376,30.252903693201457
RCPTRAINLORENZ_67,7.715950292483671,9.292328489277631,7.997450856527757,30.30070186723532
RCPTRAINLORENZ_68,7.365667076766801,9.29255360050469,7.715950292483671,30.369610733416586
RCPTRAINLORENZ_69,7.306545590861976,8.968781499760935,7.365667076766801,30.181341776417142
RCPTRAINLORENZ_70,7.354060432497198,9.075120667620306,7.306545590861976,30.083916073624493
RCPTRAINLORENZ_71,7.2202914318181435,8.615231296968819,7.354060432497198,30.184303116516542
RCPTRAINLORENZ_72,7.1472357071204184,8.43913605459417,7.2202914318181435,30.2464058925279
RCPTRAINLORENZ_73,7.000024675638718,7.9561530491651595,7.1472357071204184,30.199352850841827
RCPTRAINLORENZ_74,6.414381497867708,8.226661649283828,7.000024675638718,30.079168744152504
RCPTRAINLORENZ_75,5.999972833704228,8.125172830135865,6.414381497867708,30.46380128811716
RCPTRAINLORENZ_76,5.99132798217742,7.9954189458018865,5.999972833704228,30.42407123174928
RCPTRAINLORENZ_77,5.567252057264318,7.606929994532526,5.99132798217742,30.091179232777556
RCPTRAINLORENZ_78,5.701091187085457,7.191948376482787,5.567252057264318,29.86198248179674
RCPTRAINLORENZ_79,5.656528021622352,7.415801266954694,5.701091187085457,29.699512168902295
RCPTRAINLORENZ_80,5.69451890165287,7.128303189695334,5.656528021622352,29.41119915410943
RCPTRAINLORENZ_81,5.455814594158705,6.624495524278274,5.69451890165287,29.19813043574951
RCPTRAINLORENZ_82,5.4577382080626204,6.890404455568815,5.455814594158705,28.327507603565532
RCPTRAINLORENZ_83,5.391280811934894,6.811108070754951,5.4577382080626204,27.56504075038145
RCPTRAINLORENZ_84,5.706323667939883,6.900828180182763,5.391280811934894,26.779709268036246
RCPTRAINLORENZ_85,6.00937253047542,6.900919888120582,5.706323667939883,26.270608260379614
RCPTRAINLORENZ_86,6.196648239380122,7.022725439315213,6.00937253047542,26.168990672246043
RCPTRAINLORENZ_87,6.254761222249985,7.243792474731279,6.196648239380122,26.48484117127065
RCPTRAINLORENZ_88,5.964389298422507,6.808316170111173,6.254761222249985,25.560018675480343
RCPTRAINLORENZ_89,6.066248263168742,6.73399958076767,5.964389298422507,25.466607468651524
RCPTRAINLORENZ_90,6.547966703740641,6.702063008395585,6.066248263168742,25.117636634436717
RCPTRAINLORENZ_91,6.687609062288877,6.404398093512981,6.547966703740641,25.20109167694731
RCPTRAINLORENZ_92,7.115225643117414,6.777486953618101,6.687609062288877,25.190291215334323
RCPTRAINLORENZ_93,7.164330291569499,7.288150271019053,7.115225643117414,24.65988404795134
RCPTRAINLORENZ_94,7.275586953794254,7.768733033094253,7.164330291569499,24.02641117168625
RCPTRAINLORENZ_95,7.442172957612103,7.707029324756811,7.275586953794254,24.163029175497133
RCPTRAINLORENZ_96,7.692821591477383,8.223126411014572,7.442172957612103,24.104432207172795
RCPTRAINLORENZ_97,7.622073135181479,7.9250646349201705,7.692821591477383,24.118937162311727
RCPTRAINLORENZ_98,7.775775846276124,7.745972356628467,7.622073135181479,24.474297789992296
RCPTRAINLORENZ_99,8.07626813203923,7.7493091795523865,7.775775846276124,24.488298618973637
RCPTRAINLORENZ_100,7.868974913895902,7.536037326859386,8.07626813203923,24.240432420431343
RCPTRAINLORENZ_101,7.869014422288554,7.924560940017691,7.868974913895902,24.34350283229232
RCPTRAINLORENZ_102,7.919156730555375,8.451311953624547,7.869014422288554,24.11187787335932
RCPTRAINLORENZ_103,8.206663649933839,8.380572220515628,7.919156730555375,23.779697944190357
RCPTRAINLORENZ_104,8.369200153016086,8.48507550550367,8.206663649933839,24.0637785290542
RCPTRAINLORENZ_105,8.957098407523713,8.006330208026315,8.369200153016086,23.753580010196355
RCPTRAINLORENZ_106,9.159407665567715,7.994045387376666,8.957098407523713,23.667118150846044
RCPTRAINLORENZ_107,8.96374836235304,8.020636755369502,9.159407665567715,23.9720807544908
RCPTRAINLORENZ_108,9.513832607101415,8.03582963728988,8.96374836235304,24.34835283068917
RCPTRAINLORENZ_109,9.811616279848904,8.220523623698321,9.513832607101415,23.928776672811864
RCPTRAINLORENZ_110,10.178041135976857,8.2921877599843,9.811616279848904,24.46935287195442
RCPTRAINLORENZ_111,10.447834635365101,8.458022321754335,10.178041135976857,24.626145547652325
RCPTRAINLORENZ_112,10.680857321096505,8.389490689929135,10.447834635365101,24.56396102599677
RCPTRAINLORENZ_113,10.510045625294948,8.826473128415392,10.680857321096505,24.58596321154674
RCPTRAINLORENZ_114,10.363343048419635,8.945338325907818,10.510045625294948,25.068043292751593
RCPTRAINLORENZ_115,10.623852463312764,8.616404680104758,10.363343048419635,25.085449135660504
RCPTRAINLORENZ_116,11.002848541893428,8.701248679627216,10.623852463312764,25.32142990887107
RCPTRAINLORENZ_117,11.01955257370822,8.69773985729919,11.002848541893428,25.873792907154165
RCPTRAINLORENZ_118,10.912212038521071,8.936374438793518,11.01955257370822,25.791070160997005
RCPTRAINLORENZ_119,11.131477603625752,9.298620573752482,10.912212038521071,25.934309844679156
RCPTRAINLORENZ_120,11.527553090969132,9.655620873932317,11.131477603625752,26.128482810518545
RCPTRAINLORENZ_121,11.117627084162129,9.355904012826542,11.527553090969132,26.25591937521111
RCPTRAINLORENZ_122,11.139402988958556,9.460742712544674,11.117627084162129,26.601017031697193
RCPTRAINLORENZ_123,11.149454299138169,9.79998114017077,11.139402988958556,27.13660703394355
RCPTRAINLORENZ_124,11.066349903366378,9.96783482921269,11.149454299138169,27.238626038391086
RCPTRAINLORENZ_125,10.838362541762491,10.436101897636894,11.066349903366378,27.64899997672112
RCPTRAINLORENZ_126,10.802443537307763,10.668180837231386,10.838362541762491,28.23655019173873
RCPTRAINLORENZ_127,10.740592890374897,10.43523808276928,10.802443537307763,28.45586137386454
RCPTRAINLORENZ_128,10.382010859352926,10.453661933557457,10.740592890374897,28.84066156008041
RCPTRAINLORENZ_129,10.383502091147538,10.634002116788892,10.382010859352926,29.015491478330368
RCPTRAINLORENZ_130,10.972161846115483,10.88629347899338,10.383502091147538,29.23781758963731
RCPTRAINLORENZ_131,11.187947496837975,11.030032016769205,10.972161846115483,29.67952591388142
RCPTRAINLORENZ_132,11.616398970733911,11.231634019983883,11.187947496837975,29.78459777950438
RCPTRAINLORENZ_133,10.838353939836065,11.151463077245122,11.616398970733911,30.20265364688192
RCPTRAINLORENZ_134,10.238967309009682,11.56716507931806,10.838353939836065,30.40990128948725
RCPTRAINLORENZ_135,10.145515176578009,11.961981229866423,10.238967309009682,30.857647792527136
RCPTRAINLORENZ_136,9.314694522887725,11.712502401774262,10.145515176578009,31.35723287979755
RCPTRAINLORENZ_137,9.060226410102509,12.139979564974004,9.314694522887725,31.412899227982738
RCPTRAINLORENZ_138,8.667353239836887,12.018833556520306,9.060226410102509,31.958629832253692
RCPTRAINLORENZ_139,7.8999310019168245,12.090653037229204,8.667353239836887,32.41272987500655
RCPTRAINLORENZ_140,6.810138642114421,11.998244617295644,7.8999310019168245,32.558204143493946
RCPTRAINLORENZ_141,6.254775140638766,11.612465724348324,6.810138642114421,32.49929494461408
RCPTRAINLORENZ_142,5.806432871448405,10.922434762958808,6.254775140638766,32.22612639361998
RCPTRAINLORENZ_143,5.491954015796845,10.850786520301542,5.806432871448405,32.404391316915124
RCPTRAINLORENZ_144,4.857064270769427,9.906385346961162,5.491954015796845,31.950703175621932
RCPTRAINLORENZ_145,4.435179998016993,9.456291955080667,4.857064270769427,31.765656618242087
RCPTRAINLORENZ_146,3.7102229409262706,9.524108847250453,4.435179998016993,31.2009962783448
RCPTRAINLORENZ_147,3.709700759687055,8.779802263487069,3.7102229409262706,30.824408196754273
RCPTRAINLORENZ_148,3.458589308298926,8.20122899877389,3.709700759687055,30.743985926628984
RCPTRAINLORENZ_149,3.341949545451116,7.921026898042403,3.458589308298926,30.3267447695682
RCPTRAINLORENZ_150,3.2183118370754946,7.394472771002695,3.341949545451116,29.752955367478624
RCPTRAINLORENZ_151,2.9005746371411236,6.844212497782342,3.2183118370754946,29.129638934875906
RCPTRAINLORENZ_152,2.6772742902753253,7.004280811366161,2.9005746371411236,28.538544674262457
RCPTRAINLORENZ_153,2.2618568775020504,6.969756609499082,2.6772742902753253,28.191633034182857
RCPTRAINLORENZ_154,2.1973086806567492,6.822922514699364,2.2618568775020504,27.371786074882767
RCPTRAINLORENZ_155,2.572028512575957,6.347224340679867,2.1973086806567492,26.566104964625097
RCPTRAINLORENZ_156,2.281854496231009,5.37369565059548,2.572028512575957,26.512651330114128
RCPTRAINLORENZ_157,2.282437418796172,5.3334263414064305,2.281854496231009,25.49284155414968
RCPTRAINLORENZ_158,2.5868147636558114,5.288694727180477,2.282437418796172,25.110721974449817
RCPTRAINLORENZ_159,2.7104829669503174,5.143956071448919,2.5868147636558114,24.692191389310477
RCPTRAINLORENZ_160,2.644715959985506,4.907377064892815,2.7104829669503174,24.140371426753706
RCPTRAINLORENZ_161,3.0924696285141615,4.119842464983008,2.644715959985506,23.73890679854039
RCPTRAINLORENZ_162,2.989155982201035,3.7779021613140253,3.0924696285141615,23.419695280509092
RCPTRAINLORENZ_163,3.1115738438185776,3.669730683862454,2.989155982201035,23.225257628775893
RCPTRAINLORENZ_164,2.902303046995828,3.6964340305789016,3.1115738438185776,22.72161837071569
RCPTRAINLORENZ_165,3.1710608400588045,3.569557540753275,2.902303046995828,22.33644556468638
RCPTRAINLORENZ_166,3.1755114988244784,3.4315128142992455,3.1710608400588045,21.983273026782346
RCPTRAINLORENZ_167,3.8889005648659043,3.3908025510041075,3.1755114988244784,21.718677296926007
RCPTRAINLORENZ_168,3.643125579964731,3.27622642605209,3.8889005648659043,21.380492364838407
RCPTRAINLORENZ_169,3.6276350161258284,3.677265039510784,3.643125579964731,20.954029734827984
RCPTRAINLORENZ_170,3.7213746523861957,4.137770804984459,3.6276350161258284,20.43063155129183
RCPTRAINLORENZ_171,4.182412254682594,3.934929187452177,3.7213746523861957,19.523510450595406
RCPTRAINLORENZ_172,4.491652904251672,4.122690712478103,4.182412254682594,18.894400950984036
RCPTRAINLORENZ_173,5.098995864761044,4.242063332732858,4.491652904251672,18.780267449907377
RCPTRAINLORENZ_174,5.489606628410502,3.8151422390450684,5.098995864761044,18.241902081480152
RCPTRAINLORENZ_175,6.171581214482249,3.7965819324477903,5.489606628410502,18.104880378435368
RCPTRAINLORENZ_176,6.417206967228323,4.381048688243851,6.171581214482249,17.716568580791545
RCPTRAINLORENZ_177,6.8448455998267095,4.627411907047712,6.417206967228323,17.503882292056797
RCPTRAINLORENZ_178,7.162548051738712,4.741259998462686,6.8448455998267095,17.3008798481745
RCPTRAINLORENZ_179,7.556521898276227,4.915859629502327,7.162548051738712,17.179512567196937
RCPTRAINLORENZ_180,7.879386060092629,5.322105926750977,7.556521898276227,16.938961373013186
RCPTRAINLORENZ_181,8.697392102575794,5.3983510582972505,7.879386060092629,16.77857873390098
RCPTRAINLORENZ_182,9.120335059027253,5.83804974003138,8.697392102575794,16.42790530110011
RCPTRAINLORENZ_183,9.759910436843915,5.827509920883088,9.120335059027253,16.469418233219926
RCPTRAINLORENZ_184,9.847349983727742,6.354668967562409,9.759910436843915,16.60699413530226
RCPTRAINLORENZ_185,10.432624879254043,6.7810356016106965,9.847349983727742,16.999351404120507
RCPTRAINLORENZ_186,11.086279857775432,7.55182044990385,10.432624879254043,17.604926350708354
RCPTRAINLORENZ_187,11.682822186028819,7.73785645149759,11.086279857775432,17.675954103659233
RCPTRAINLORENZ_188,12.018077715286255,7.942417266920558,11.682822186028819,18.296275636864305
RCPTRAINLORENZ_189,12.361974420223273,8.623735844626777,12.018077715286255,18.658610896851204
RCPTRAINLORENZ_190,13.142801965227452,8.708411332746842,12.361974420223273,19.298897475943964
RCPTRAINLORENZ_191,14.05105883624013,9.792762653517881,13.142801965227452,19.553768775464583
RCPTRAINLORENZ_192,14.947497354732615,9.577757912022145,14.05105883624013,20.516524209134303
RCPTRAINLORENZ_193,15.465643686053584,9.88212658632969,14.947497354732615,21.426534409863255
RCPTRAINLORENZ_194,15.937998432010337,10.101267978859983,15.465643686053584,22.62404425289492
RCPTRAINLORENZ_195,16.367344103720935,10.5542347751424,15.937998432010337,23.089294485280686
RCPTRAINLORENZ_196,16.257144943386148,11.320921758071707,16.367344103720935,24.594103929501582
RCPTRAINLORENZ_197,16.30722860354482,11.542696541899616,16.257144943386148,25.37859856533304
RCPTRAINLORENZ_198,16.21855056140406,12.05075409572196,16.30722860354482,26.50435603531892
RCPTRAINLORENZ_199,16.283136556348403,12.789713463794586,16.21855056140406,28.126367438472357
RCPTRAINLORENZ_200,16.28497531249914,13.174777607789707,16.283136556348403,29.017617600624632
RCPTRAINLORENZ_201,15.867901386917804,14.036663471801619,16.28497531249914,30.35565807391171
RCPTRAINLORENZ_202,15.320358229032124,14.452324994712757,15.867901386917804,31.647329535890645
RCPTRAINLORENZ_203,13.987600022639985,14.46451832337378,15.320358229032124,32.59591026403868
RCPTRAINLORENZ_204,13.433341072077813,14.348174463475633,13.987600022639985,33.92563749417266
RCPTRAINLORENZ_205,11.804647498839035,14.312251989202503,13.433341072077813,35.32316644560269
RCPTRAINLORENZ_206,10.50741634639829,14.339751859584098,11.804647498839035,36.17117318111203
RCPTRAINLORENZ_207,8.595965280392587,14.054794506871469,10.50741634639829,37.22882134970842
RCPTRAINLORENZ_208,7.32937195383328,13.550983992796684,8.595965280392587,38.30694835192451
RCPTRAINLORENZ_209,5.951583109127477,12.520112502636438,7.32937195383328,38.18466113025914
RCPTRAINLORENZ_210,4.594253197702125,11.857536116608253,5.951583109127477,37.99819470018535
RCPTRAINLORENZ_211,3.1226388368365066,11.451715541200388,4.594253197702125,37.81865912197179
RCPTRAINLORENZ_212,1.9652661751466025,10.914336306723976,3.1226388368365066,37.63107248790598
RCPTRAINLORENZ_213,1.3824501999684986,10.019297948666585,1.9652661751466025,36.59482986191994
RCPTRAINLORENZ_214,0.7979273185806762,9.418815196324672,1.3824501999684986,35.825999023457896
RCPTRAINLORENZ_215,0.5385563340925874,8.776932246827831,0.7979273185806762,34.89142093485812
RCPTRAINLORENZ_216,0.1101513854965792,8.124173115897658,0.5385563340925874,34.01708367880298
RCPTRAINLORENZ_217,-0.8039215096054894,7.471891653092598,0.1101513854965792,33.316306646925554
RCPTRAINLORENZ_218,-0.737445553814318,6.7820294313104945,-0.8039215096054894,32.36526128206475
RCPTRAINLORENZ_219,-0.8474330155785351,6.1805309367431915,-0.737445553814318,31.561760446031972
RCPTRAINLORENZ_220,-1.2102531748645797,5.703372831631308,-0.8474330155785351,30.69672904408209
RCPTRAINLORENZ_221,-1.7069642670071141,4.926035038276051,-1.2102531748645797,29.7461908341333
RCPTRAINLORENZ_222,-1.786622066046602,4.469274028869616,-1.7069642670071141,28.425529522370002
RCPTRAINLORENZ_223,-1.6799584955560374,3.3963851742747235,-1.786622066046602,27.473416153327893
RCPTRAINLORENZ_224,-2.0940462217928895,2.9890717632837913,-1.6799584955560374,27.28449939332785
RCPTRAINLORENZ_225,-2.1430144315651227,2.807298083908833,-2.0940462217928895,26.258708433054707
RCPTRAINLORENZ_226,-2.0353832545660997,2.031517559939565,-2.1430144315651227,25.10660206073949
RCPTRAINLORENZ_227,-1.8679283100803636,1.753879441560081,-2.0353832545660997,24.445455119865873
RCPTRAINLORENZ_228,-1.7968875110840248,1.7180768715822594,-1.8679283100803636,23.93448747758913
RCPTRAINLORENZ_229,-1.7513398278578594,1.547818309858001,-1.7968875110840248,23.522640132744726
RCPTRAINLORENZ_230,-1.664409822092406,1.5259474378637505,-1.7513398278578594,22.884396448896535
RCPTRAINLORENZ_231,-1.5242578258662918,1.0139108371754826,-1.664409822092406,22.036567054048298
RCPTRAINLORENZ_232,-1.6485450960613806,0.8853347319401439,-1.5242578258662918,21.22909086046631
RCPTRAINLORENZ_233,-1.2504984233829886,0.7274171145187143,-1.6485450960613806,20.265618836322236
RCPTRAINLORENZ_234,-1.0446652000230976,0.4580473412090958,-1.2504984233829886,19.86455069136106
RCPTRAINLORENZ_235,-1.3399017749552151,0.2838357629142102,-1.0446652000230976,19.08258174017019
RCPTRAINLORENZ_236,-1.1160275663319659,0.19661491412627988,-1.3399017749552151,18.411171816073892
RCPTRAINLORENZ_237,-0.6942246780899934,0.46829657082562237,-1.1160275663319659,18.61469072504853
RCPTRAINLORENZ_238,-0.5839314288176394,0.35130222764618085,-0.6942246780899934,18.24651737470914
RCPTRAINLORENZ_239,-0.7344452928347707,0.23557918340011116,-0.5839314288176394,17.364875716010722
RCPTRAINLORENZ_240,-0.8402140735898653,0.44872622559947134,-0.7344452928347707,17.31054617467504
RCPTRAINLORENZ_241,-0.9165788037019156,0.7215424272370212,-0.8402140735898653,16.48670398924151
RCPTRAINLORENZ_242,-0.5381414876184716,0.6867108009818704,-0.9165788037019156,16.169719630167318
RCPTRAINLORENZ_243,-0.3289550723172685,0.3657939363661347,-0.5381414876184716,15.51622549913709
RCPTRAINLORENZ_244,-0.679835157162992,0.19084708698432457,-0.3289550723172685,15.273325515353566
RCPTRAINLORENZ_245,-0.20775709333565034,0.061753640473469415,-0.679835157162992,15.013990227179912
RCPTRAINLORENZ_246,-0.6189548445495894,-0.3653304504437135,-0.20775709333565034,14.742492660294676
RCPTRAINLORENZ_247,-0.5568375477397667,0.06033487089211009,-0.6189548445495894,14.5342011360493
RCPTRAINLORENZ_248,-0.3120979777793662,-0.4906287031702161,-0.5568375477397667,14.000564382763551
RCPTRAINLORENZ_249,-0.18877811924403287,-0.3767012394088265,-0.3120979777793662,13.462705017589286
RCPTRAINLORENZ_250,-0.38045834369036935,-0.5185266350058546,-0.18877811924403287,13.222805248847154
RCPTRAINLORENZ_251,-0.0874173552657469,-0.26399025583192004,-0.38045834369036935,12.615892887497834
RCPTRAINLORENZ_252,-0.09976240406893622,-0.1560362855306362,-0.0874173552657469,12.340208982174175
RCPTRAINLORENZ_253,-0.09170148560464883,0.5449814862361584,-0.09976240406893622,12.32583122090965
RCPTRAINLORENZ_254,-0.13081813936684178,0.5970512242002631,-0.09170148560464883,11.775010075008877
RCPTRAINLORENZ_255,0.30536397474296867,0.5284331892637107,-0.13081813936684178,10.946709080847409
RCPTRAINLORENZ_256,0.12450352720297922,0.3360500367337685,0.30536397474296867,10.613650139311895
RCPTRAINLORENZ_257,0.05363969776065766,0.7760708539500452,0.12450352720297922,10.385031286820219
RCPTRAINLORENZ_258,-0.14925928425881757,0.7030698316370476,0.05363969776065766,10.079839073471755
RCPTRAINLORENZ_259,-0.2148769560108327,0.41994269753330926,-0.14925928425881757,9.953998128861556
RCPTRAINLORENZ_260,0.2817406930270089,0.6293406056659736,-0.2148769560108327,9.897815169038862
RCPTRAINLORENZ_261,0.10665707275057917,0.7803556678709749,0.2817406930270089,9.375193971815257
RCPTRAINLORENZ_262,-0.046295312795148535,1.0822857471839833,0.10665707275057917,8.635465619349569
RCPTRAINLORENZ_263,0.06422203539490018,1.2216839207490737,-0.046295312795148535,8.573641872421955
RCPTRAINLORENZ_264,0.2744966806355806,0.7309644522219098,0.06422203539490018,7.886576561336525
RCPTRAINLORENZ_265,0.20467430669799558,0.8297488325726092,0.2744966806355806,7.673940604777492
RCPTRAINLORENZ_266,0.16664474124667059,0.5793309347641721,0.20467430669799558,7.67949556511102
RCPTRAINLORENZ_267,0.09599289484689269,0.5331852934187759,0.16664474124667059,7.321512861016125
RCPTRAINLORENZ_268,0.31882641199960693,0.6108725348630545,0.09599289484689269,7.24561505349279
RCPTRAINLORENZ_269,0.09334940018324461,0.6621782041813968,0.31882641199960693,6.943508230097444
RCPTRAINLORENZ_270,0.2723208518209997,0.6282149814374577,0.09334940018324461,7.0227025641144785
RCPTRAINLORENZ_271,0.6071234826946103,0.42503784606044176,0.2723208518209997,6.768963196400488
RCPTRAINLORENZ_272,1.0244771709709302,0.6487534227317732,0.6071234826946103,6.199283588148675
RCPTRAINLORENZ_273,0.8232789632251081,0.33506436951612184,1.0244771709709302,5.957556786875804
RCPTRAINLORENZ_274,0.9291117170510311,0.6383598788012184,0.8232789632251081,5.573236319802937
RCPTRAINLORENZ_275,1.4921916439390053,1.0055208169695393,0.9291117170510311,5.4162351251734115
RCPTRAINLORENZ_276,1.8946250915910556,0.9321617223953538,1.4921916439390053,5.597590451492527
RCPTRAINLORENZ_277,1.6627469958972838,0.9457199557109419,1.8946250915910556,5.234318774385067
RCPTRAINLORENZ_278,2.1126988086390246,1.3034997851950736,1.6627469958972838,4.771712608593096
RCPTRAINLORENZ_279,2.568889169286665,1.8129492105804743,2.1126988086390246,4.775360875666691
RCPTRAINLORENZ_280,3.066406539132544,1.7578034701348932,2.568889169286665,4.387602325252673
RCPTRAINLORENZ_281,3.5216119065076734,1.3232144095322265,3.066406539132544,4.484917102826642
RCPTRAINLORENZ_282,3.8627979843638807,1.6788025792473447,3.5216119065076734,4.44543981282879
RCPTRAINLORENZ_283,4.141959356049536,1.5534997909567738,3.8627979843638807,4.510516714805788
RCPTRAINLORENZ_284,4.670820439318458,1.53174559532475,4.141959356049536,4.538067087652466
RCPTRAINLORENZ_285,5.071608902469333,1.983753890239593,4.670820439318458,4.479825187342997
RCPTRAINLORENZ_286,5.484392730872509,2.294918473338786,5.071608902469333,4.832928208471448
RCPTRAINLORENZ_287,5.540823662937455,1.8895382705987498,5.484392730872509,4.806472532134161
RCPTRAINLORENZ_288,6.011435916751402,2.2548404779870985,5.540823662937455,4.669466798992955
